Gene	cmp0_2297	cmp0_2298	cmp0_2306	cmp0_2307	cmp0_2353	cmp0_2373	cmp0_2414	cmp0_2427	cmp0_2432	cmp0_2460	cmp0_2461	cmp0_2479	cmp0_2510	cmp0_2512	cmp0_2568	cmp0_2581	cmp0_2582	cmp0_2619	cmp0_2636	cmp0_2679	cmp0_2719	cmp0_2759	cmp0_2771	cmp0_2796	cmp0_2847	cmp0_2886	cmp0_2901	cmp0_2964	cmp0_3029	cmp0_3110	cmp0_3165	cmp0_3180	cmp0_3191	cmp0_3215	cmp0_3221	cmp0_3225	cmp0_3243	cmp0_3321	cmp0_3353	cmp0_3391	cmp0_3410	cmp0_3420	cmp0_3429	cmp0_3438	cmp0_3454	cmp0_3584	cmp0_3612	cmp0_3633	cmp0_3662	cmp0_3719	cmp0_3833	cmp0_3846	cmp0_3863	cmp0_3901	cmp0_3967	cmp0_3974	cmp0_4042	cmp0_4047	cmp0_4071	cmp0_4192	cmp0_4226	cmp0_4347	cmp0_4373	cmp0_4422	cmp0_4428	cmp0_4433	cmp0_4469	cmp0_4500	cmp0_4511	cmp0_4524	cmp0_4535	cmp0_4544	cmp0_4550	cmp0_4558	cmp0_4608	cmp0_4678	cmp0_4712	cmp0_4716	cmp0_4741	cmp1_4827	cmp1_4850	cmp1_4868	cmp1_4885	cmp1_4892	cmp1_4896	cmp1_4897	cmp1_4901	cmp1_4915	cmp1_4945	cmp1_5015	cmp1_5153	cmp1_5176	cmp1_5224	cmp1_5251	cmp1_5257	cmp1_5276	cmp1_5328	cmp2_5646	cmp2_5781	cmp2_5823	cmp2_5846	cmp2_5866	cmp2_5915	cmp2_5954	cmp2_5980	cmp2_6008	cmp2_6080	cmp2_6117	cmp2_6127	cmp2_6146	cmp2_6147	cmp2_6166	cmp2_6177	cmp2_6206	cmp2_6378	cmp2_6432	cmp2_6504	cmp2_6599	cmp2_6640	cmp2_6673	gmp_6732	gmp_6736	gmp_6741	gmp_6754	gmp_6756	gmp_6765	gmp_6785	gmp_6789	gmp_6795	gmp_6806	gmp_6814	gmp_6818	gmp_6825	gmp_6830	gmp_6833	gmp_6834	gmp_6835	gmp_6846	gmp_6852	gmp_6854	gmp_6873	gmp_6874	gmp_6886	gmp_6893	gmp_6895	gmp_6897	gmp_6901	gmp_6902	gmp_6919	gmp_6946	gmp_6953	gmp_6955	gmp_6968	gmp_6974	gmp_6977	gmp_6978	gmp_7008	gmp_7012	gmp_7016	gmp_7017	gmp_7022	gmp_7028	gmp_7038	gmp_7046	gmp_7057	gmp_7069	gmp_7073	gmp_7083	gmp_7087	gmp_7096	gmp_7106	gmp_7108	gmp_7112	gmp_7114	gmp_7116	gmp_7132	gmp_7139	gmp_7140	gmp_7160	gmp_7161	gmp_7166	gmp_7171	gmp_7179	gmp_7183	gmp_7190	gmp_7196	gmp_7202	gmp_7204	gmp_7210	gmp_7216	gmp_7232	gmp_7254	gmp_7265	gmp_7268	gmp_7269	gmp_7270	gmp_7272	gmp_7274	gmp_7279	gmp_7286	gmp_7289	gmp_7290	gmp_7304	gmp_7305	gmp_7307	gmp_7314	gmp_7315	gmp_7318	gmp_7319	gmp_7323	gmp_7332	gmp_7333	gmp_7340	gmp_7354	gmp_7361	gmp_7363	gmp_7364	gmp_7370	gmp_7378	gmp_7382	gmp_7393	gmp_7395	gmp_7412	gmp_7416	gmp_7421	gmp_7430	gmp_7433	gmp_7434	gmp_7450	gmp_7454	gmp_7461	gmp_7497	gmp_7500	gmp_7502	gmp_7509	gmp_7527	gmp_7530	gmp_7536	gmp_7540	gmp_7551	gmp_7556	gmp_7565	gmp_7566	gmp_7572	gmp_7574	gmp_7581	gmp_7598	gmp_7604	gmp_7607	gmp_7608	gmp_7612	gmp_7614	gmp_7619	gmp_7623	gmp_7645	gmp_7647	gmp_7650	gmp_7665	gmp_7680	gmp_7688	gmp_7692	gmp_7696	gmp_7701	gmp_7733	gmp_7739	gmp_7742	gmp_7746	gmp_7752	gmp_7768	gmp_7769	gmp_7776	gmp_7779	gmp_7780	gmp_7789	gmp_7793	gmp_7815	gmp_7816
SYK_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.851065	0	0	1.287544	0	0	1.337068	0	1.164727	0	0	0	1.495503	1.496061	1.302263	0	1.705183	0	0	1.076072	0	0	0	0	0	0	1.406439	0	1.013252	0	0	1.497044	0	0	0	0	0	0	0	0	0	0	0	1.351814	0	1.258789	1.184183	0	0	0	0	1.343514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.139517	0	1.697863	0	0	0	0	0	0	0	1.768971	0	0	0	0	0	0	0	1.242502	0	0	1.535852	0	1.401114	0	0	0	0	0	0	0	0	0	0	1.49986	0	1.425567	0	1.339978	2.143642	0	0	0	0	0	0	0	1.448157	0	0	0	0	0	1.388395	0	0	0	1.821365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24613	1.54088	0	1.256209	0	0	0	0	0	0	0	1.50941	0	0	0	0	0	0	0	1.25679	0	0	0	0	0	0	1.202967	0	0	0	0	0	1.361003	0	0	0	0	0	1.534943	0	0	0	0	0	0	0	0	0	1.254225	0	0	0	1.509699	0	0	0	0	0	0	0	0	0	0	0	0	2.006183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333975	0	0	0	0	0	0	0	0	1.324251	0	0	0	0	0	0	0	0	0	2.591013	0	0	0	1.449941	1.185715	0	0	0	0	0	0	0	0	0	0
TMEM38B_cluster9	0	0	0	1.072185	0	0	1.176529	0	0	0	0	1.223716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.575824	0	0	0	0	0	0	1.456369	1.083471	0	1.377342	1.18958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.226226	0	0	1.477058	1.270063	0	0	0	0	0	0	0	0	0	1.174372	0	0	0	0	0	0	0	1.668736	0	0	0	0	0	1.374293	0	0	0	0	0	0	0	0	0	0	0	0	1.327558	0	0	0	0	0	0	0	2.012841	0	0	0	0	0	0	0	0	1.476177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.470932	0	0	1.285449	0	0	0	0	0	0	0	0	0	0	0	1.351185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.446347	0	0	0	0	0	0	0	0	0	0	0	1.301411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29399	1.907603	0	0	0	0	0	0	0	0	1.409979	0	0	0	0	0	0	0	0	1.279113	0	1.561214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.578271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.536704	0	0	0	0	0	0	1.273275	0	0	0	0	0	0	0	0	0	0	1.339496	0	0	0	0	0
HDHD3_cluster9	0	0	0	0	1.278918	0	0	0	0	0	0	0	0	1.38511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.090862	0	0	0	0	0	0	0	0	0	1.16607	0	0	0	0	0	1.448447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.641545	1.411499	1.546144	0	0	0	0	0	0	0	1.29577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.334046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.736396	0	0	0	0	0	0	0	0	0	0	1.771338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.552962	0	0	0	0	0	0	0	0	0	0	1.606104	0	0	0	0	0	0	0	0	0	0	0	1.593556	0	0	1.556049	0	0	0	0	0	0	1.516311	0	0	0	1.561073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.688644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX3_cluster9	0	1.840788	0	0	0	0	0	0	0	0	0	0	0	0	1.660629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.436001	0	0	0	0	0	0	0	0	0	0	0	0	0	1.982995	0	1.906728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.887798	0	0	0	0	0	0	0	2.967851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC6_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.528254	0	0	0	0	0	0	0	0	0	1.834827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.844275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.169304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.694925	0	0	0	0	0	0	0	0	1.835347	0	0	0	1.749609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128518	0	2.071717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.822581	0	0	0	0	0
GLE1_cluster9	2.363614	0	0	0	0	0	0	0	0	0	0	0	1.489144	0	0	0	0	0	0	0	0	1.522255	0	0	0	0	0	0	2.185932	0	0	0	0	0	0	0	0	0	0	0	0	1.324285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.777195	0	1.960258	0	1.863159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.638947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.943317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.973117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCCAG3_cluster9	0	0	0	0	0	0	0	1.858042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.536922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.235151	2.34434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.243553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.207755	0	0	0	0	0	0	0	0	0	0	0	0	0	2.267481	0	0	0	0	0	0	0	0	2.330918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.141485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.114791	0	0	0	0	3.287902	0	0	2.097391	0	0	0	0	0
C9orf142_cluster9	1.14237	1.880093	0	0	0	0	1.014983	0	0	1.902924	0	1.055689	1.017846	0	0	0	0	0.968962	1.219315	1.194429	0	0	0	0	1.47154	0	0	0	0	1.865623	0	0	0	0	0	1.693366	0	0	0	0	0.934705	1.28009	0	0	0	0	1.477677	0	0	1.325949	1.140263	0	1.209363	1.274249	0	1.023308	0	1.213837	1.590289	0	0	0	1.274249	0	1.200192	0	1.211359	0	0	0	0	1.376365	1.005838	1.013124	1.296175	0	0	1.054092	0	0	0	0	0	1.072497	0	0	1.202647	0	1.111175	0	2.034254	1.117412	1.145037	0	1.035553	1.270897	0	2.267324	0	1.10995	0	0	0	0	1.251643	1.300077	0	1.206126	1.227864	1.255464	0	1.347876	0	0	0	0	1.135015	0	0	1.19703	1.354083	0	0	1.290841	1.188398	0	0	1.164247	1.293669	0	0	0	1.268964	0	1.240282	0	0	0	0	1.205483	1.276859	0	0	0	0	1.200737	1.755016	0	0	0	1.246736	1.162927	0	1.380348	0	0	0	1.376499	1.180386	0	0	1.144801	1.236996	0	1.750077	0	0	1.348388	0	1.193537	0	0	0	0	0	0	0	1.187346	0	1.30728	1.123908	0	1.074635	1.795648	0	0	0	1.254325	0	0	1.116315	0	0	1.363554	0	0	0	1.262268	0	1.052863	0	0	0	1.55157	1.120424	1.310809	1.749937	1.475063	1.348647	1.560561	1.369441	0	1.343149	1.545341	0	0	0	1.060038	1.267679	1.314842	0	1.267253	0	0	0	0	1.256089	0	0	0	0	1.364086	0	0	0	0	0	0	1.233142	0	0	0	1.191671	1.50534	0	1.163172	0	0	0	0	0	1.182979	0	0	0	0	0	0	0	0	1.098444	0	0	0	1.076462	0	0	0	0	1.189634	1.25082	1.634228	0	0	0	0	0
ZMYND11_cluster9	0	1.680797	1.36513	0	0	0	0	0	0	0	0	0	1.576081	0	0	0	0	0	1.888044	0	0	0	0	0	0	0	2.069444	0	0	0	0	0	0	0	0	0	1.546777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.696594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.026615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.954551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC123_cluster9	1.053717	0	0.813196	0	0.915717	0	0	0	0	0	1.156508	0	1.327746	0.701275	0.903245	0	0	0.893767	0	1.10174	0	0	0	0	1.357343	0	0	1.073061	0	0.993531	0	0.781066	0	0	1.246487	0	0	0	0.988373	1.1589	0	0.834918	0	0	0	0	0.96379	0	0	0	0	0	0	0	0	0.943897	1.575278	1.583411	0	0	1.266037	1.462036	1.17536	1.010648	0	1.128304	0	1.08185	1.252921	0	0	0	0.927784	1.618604	0	1.855306	0	0.972289	0	0	1.237453	1.626327	0	0	0	0	0	0	1.449486	0	0	0	0	0	1.654436	0	0	0	0	1.023816	0	0	0	1.751928	0	0	0	1.573353	0	0	0	0	0	1.750934	0	0	0	1.174662	0	1.561486	0	1.102484	0	1.190668	1.096175	1.201957	1.268042	1.073899	0	1.662071	0	1.191398	0	0	1.617906	0	0	0	1.5008	0	1.177769	0	0	1.14311	0	0	1.144679	0	0	1.097884	0	0	1.586603	0	1.233329	1.176465	1.026806	1.269681	0	0	0	0	0	0	0	1.114145	1.207237	0	0	0	0	1.140175	1.085693	1.232173	2.568517	0	1.117743	1.095203	0	0	0	0	0	0	0.956642	1.225198	0	0	0	1.194219	1.783471	1.517966	0	0	0	1.772273	0	0	0	1.373426	0	1.265413	1.680922	0	1.461557	0	0	0	0	1.762966	1.263171	0	1.238915	0	0	0	0	1.693555	0	1.212807	0	0	0	0	0	1.215899	0	0	0	0	0	0	1.109148	0	0	0	1.213689	0	0	0	1.233908	0	0	1.388521	1.234601	0	0	1.088306	0	1.962965	0	1.091178	0	0	1.641515	1.240206	1.767374	0	2.142625	0	0	0	0	0	0	0	0	1.541237	0	1.551838	0	0	0	1.128747	0	1.674231	0
DNAJC12_cluster9	0	1.517234	0	0	0	0	0	2.023593	0	0	2.478453	0	0	0	0	0	0	0	0	0	0	0	0	0	2.056869	0	0	0	0	2.129183	0	0	0	1.700873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.399442	1.571792	0	0	0	0	0	1.677588	0	0	0	0	0	0	0	0	1.416107	1.811751	0	0	0	0	2.264685	0	0	2.132039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.780039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.647735	0	0	1.684984	0	0	0	0	0	0	1.734604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.569296	0	1.659629	0	1.827271	0	0	1.502092	0	0	0	0	1.753254	0	1.809677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.095414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSER2_cluster9	0	0	0	0	0	0	1.529761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.276248	0	0	0	0	0	0	0	1.893624	0	0	0	0	0	0	0	0	0	0	0	1.867975	0	0	0	1.542313	1.820077	0	1.69483	0	0	0	0	0	0	0	0	0	0	0	1.604681	0	0	0	0	1.75026	0	0	0	0	0	2.169749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.776719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.032267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.748516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.778274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.622427	0	0	0	0	0	0	0	0	0	0	0	0
RP11-77P6.2_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.121165	0	0	0	0	0	0	0	2.731218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.648552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.612047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.759734	0	0	0	2.652307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.849267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM1_cluster9	0	0	0.624618	0.655335	0	0	0.719111	0	0	0	1.256272	0	1.442279	0.932971	0.981161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763134	0	0	0	0.862133	0	0	0	0	0	0	1.4808	1.282607	0	0	0	0	0	0.7966	0	0	0.807873	0.878098	0	0	0	0	0	0	0	0	0	0	0	0	0.85033	0	0.60687	1.175168	0	0	0	0	0	0.717793	0	0	0	0	0	0	0	0	0	0	0	0	0.85207	0.839987	0	1.360408	0	0	0	0	0	0.900424	0	0	0.943001	0	0.811421	0	0	0	0	0	0	0	0	0.889491	0	0.954963	0	0.950985	0	1.644205	0	0	0	1.199383	0	0	0	0	0.841976	1.305642	0.688713	0.824864	0	0	0	0	0	0	0	0	0.835199	0	0	0	0	0	0	0.878027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.297236	0.790906	0	0	0	0	0	0	0.89431	0	0	0	0.971966	0	0	0	0	0.876686	0	0	0	0	0	0	0	0	0	0.85532	0	0	0.93156	0	0	0	0	0	0	0.889933	1.36424	0	0	0	0	0	0	0	0	0	0	0.873675	0	0	0	0	0	0	1.165457	0	0	0	0	0	0.838136	0	0.939256	0	0	0	0	0.950177	0	0	0	0	0	0	0	0	0	0	0	0.886201	0	1.519441	0	0	0	0
DHX32_cluster9	0	0	0	0	1.567163	0	1.602245	0	0	0	0	1.666508	0	0	0	0	1.815682	0	1.924804	1.885521	0	0	0	2.160308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7749	1.995778	0	0	0	0	0	0	1.615388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.599309	2.046135	0	0	0	0	0	0	0	0	0	2.155655	0	0	0	0	0	0	1.763942	0	0	0	0	0	2.066444	0	0	1.807921	0	0	0	0	0	0	0	0	0	0	0	0	2.118884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04218	0	0	0	0	0	0	0	0	0	0	1.902971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.637202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.971395	0	1.958852	0	0	0	0	0	0	0	0	2.13039	0	0	0	0	0	0	0	0	0	1.680312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6993	0	0	0	0	0	0	0	0	0	0	0	0
POLR2L_cluster9	1.347446	1.478401	1.039875	0.890809	1.170974	0.912607	0.691197	0.985899	1.283748	1.832651	1.207506	1.90208	0	1.157709	1.333709	0.938977	1.107714	0.93318	1.174287	0	1.175662	1.002053	0.917808	1.863883	1.22733	0	0.910125	1.584453	1.017477	1.27048	1.16811	1.412501	0.654624	0.828669	0.920266	0.815416	1.178244	1.329639	1.930614	0.855602	0.900188	1.067652	0.809174	0.698866	0	1.379243	0.711555	1.082834	0.860964	0.902964	1.098158	0.844013	0	0	1.445548	1.843738	0	0	1.326371	1.247758	0	1.321995	0.867755	0.746148	0.817324	1.442824	1.010327	0	1.132912	0.817941	1.450093	1.325538	1.677832	0.97571	0.882688	0.790825	0.821931	1.243318	0	1.351333	0.646011	0.693222	0.734496	0.730364	0	0	0	1.14181	0	0	1.599625	0	0	0	0	0.865473	1.615441	0	1.281839	0.755871	0	0.882766	0	1.293426	0.852362	1.252066	0.819182	0.821367	0.836169	0.854965	0	0	0	0	0	0	1.093101	0	0	0.815171	1.304078	0	0	0	0.809294	0.887392	1.621512	0.792846	1.525906	1.735362	1.875225	0.879594	0	1.557922	0.844626	0	0.80278	0.918596	0.78349	0	1.229707	1.595017	0	0	0.7618	1.156395	0.845103	0.793806	0.849922	0	0.849021	1.371692	0	0.940008	0.910551	1.22834	0.758078	0	0	0	0	0.779603	0	1.201678	0.842724	1.424714	0	0	0	0.812793	0	1.190454	1.13357	0	1.46887	0.764565	1.16703	0	0	0.89025	0	0	1.034954	0.864668	0.706278	0	0	0	0	0	0	0	0.887076	0	0	0.755432	0	0.859596	0.695228	1.013982	2.029027	1.321212	0.877523	1.056613	0.763003	1.996034	0	0	1.298842	0	1.318871	0.917197	1.293549	0.744136	1.20315	0	0.822119	1.020892	0	1.266286	0.883311	0.862992	1.281839	0	0.845035	0	0	1.311286	1.242739	1.487434	0.832296	0.928935	0	0.919034	0	0.894509	1.267206	0	0.839762	1.240141	0.910978	0.854612	0.81152	1.025129	0	0	1.283628	1.136297	0	0.724616	0.827513	0.805603	0	0	0.85695	0.91563	1.598083	1.269976	0.913295	0	1.672657	0.91004	0.917808	1.774246	0	0.882066	0.721327	1.393607	1.510864	1.145701	0	1.112902	0	0	1.32095	1.513863	0.903965
SWAP70_cluster9	0	1.35661	0	0	1.240734	0	1.268511	0	0	0	0	0	1.272089	0	0	0	0	1.210995	1.523883	0	1.525667	0	0	0	0	1.669668	0	0	0	0	0	0	1.201391	0	0	1.496483	0	0	0	0	0	0	0	1.282583	0	0	0	1.987257	0	0	0	0	1.511443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.501116	0	0	1.257084	0	0	0	2.612692	0	1.6293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.431346	0	0	0	0	0	0	0	0	0	0	0	0	0	1.670922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.456822	0	1.487562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.514467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.454338	0	0	0	0	0	0	0	0	0	0	0	1.371175	0	0	0	0	0	0	0	0	0	0	1.561339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.598947	0	0	0	0	0	0	0	0	1.330316	0	1.453719	0	0	1.444825	1.329842	1.518684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28933	0	0	0	0	0	1.44422	0	0	0	0	0
