Gene	cmp0_2276	cmp0_2284	cmp0_2310	cmp0_2320	cmp0_2327	cmp0_2369	cmp0_2381	cmp0_2392	cmp0_2395	cmp0_2405	cmp0_2417	cmp0_2434	cmp0_2452	cmp0_2455	cmp0_2464	cmp0_2483	cmp0_2492	cmp0_2494	cmp0_2506	cmp0_2515	cmp0_2535	cmp0_2536	cmp0_2544	cmp0_2550	cmp0_2573	cmp0_2602	cmp0_2603	cmp0_2631	cmp0_2647	cmp0_2652	cmp0_2700	cmp0_2705	cmp0_2706	cmp0_2708	cmp0_2740	cmp0_2748	cmp0_2772	cmp0_2786	cmp0_2797	cmp0_2823	cmp0_2858	cmp0_2873	cmp0_2887	cmp0_2916	cmp0_2944	cmp0_2959	cmp0_2968	cmp0_2970	cmp0_2983	cmp0_2992	cmp0_2995	cmp0_2997	cmp0_3004	cmp0_3034	cmp0_3040	cmp0_3061	cmp0_3073	cmp0_3075	cmp0_3077	cmp0_3083	cmp0_3091	cmp0_3127	cmp0_3138	cmp0_3147	cmp0_3154	cmp0_3167	cmp0_3208	cmp0_3268	cmp0_3272	cmp0_3306	cmp0_3325	cmp0_3327	cmp0_3333	cmp0_3343	cmp0_3387	cmp0_3395	cmp0_3401	cmp0_3422	cmp0_3427	cmp0_3443	cmp0_3446	cmp0_3453	cmp0_3458	cmp0_3460	cmp0_3474	cmp0_3478	cmp0_3519	cmp0_3520	cmp0_3529	cmp0_3541	cmp0_3551	cmp0_3553	cmp0_3556	cmp0_3574	cmp0_3579	cmp0_3590	cmp0_3599	cmp0_3606	cmp0_3624	cmp0_3625	cmp0_3641	cmp0_3645	cmp0_3658	cmp0_3682	cmp0_3708	cmp0_3728	cmp0_3754	cmp0_3781	cmp0_3788	cmp0_3790	cmp0_3797	cmp0_3812	cmp0_3824	cmp0_3836	cmp0_3839	cmp0_3849	cmp0_3860	cmp0_3866	cmp0_3867	cmp0_3887	cmp0_3908	cmp0_3925	cmp0_3927	cmp0_3933	cmp0_3935	cmp0_3940	cmp0_3964	cmp0_4018	cmp0_4022	cmp0_4023	cmp0_4025	cmp0_4026	cmp0_4054	cmp0_4080	cmp0_4084	cmp0_4097	cmp0_4127	cmp0_4128	cmp0_4131	cmp0_4138	cmp0_4141	cmp0_4191	cmp0_4201	cmp0_4208	cmp0_4209	cmp0_4212	cmp0_4229	cmp0_4237	cmp0_4258	cmp0_4268	cmp0_4278	cmp0_4293	cmp0_4297	cmp0_4308	cmp0_4314	cmp0_4330	cmp0_4346	cmp0_4348	cmp0_4352	cmp0_4377	cmp0_4390	cmp0_4411	cmp0_4417	cmp0_4429	cmp0_4453	cmp0_4471	cmp0_4480	cmp0_4486	cmp0_4495	cmp0_4509	cmp0_4542	cmp0_4559	cmp0_4567	cmp0_4568	cmp0_4579	cmp0_4596	cmp0_4604	cmp0_4612	cmp0_4621	cmp0_4622	cmp0_4627	cmp0_4633	cmp0_4663	cmp0_4667	cmp0_4672	cmp0_4681	cmp0_4687	cmp0_4688	cmp0_4692	cmp0_4705	cmp0_4760	cmp0_4763	cmp1_4791	cmp1_4798	cmp1_4839	cmp1_4844	cmp1_4920	cmp1_4939	cmp1_4975	cmp1_4978	cmp1_5016	cmp1_5021	cmp1_5039	cmp1_5050	cmp1_5063	cmp1_5064	cmp1_5097	cmp1_5098	cmp1_5113	cmp1_5144	cmp1_5156	cmp1_5184	cmp1_5198	cmp1_5204	cmp1_5210	cmp1_5230	cmp1_5234	cmp1_5260	cmp1_5266	cmp1_5324	cmp2_5463	cmp2_5466	cmp2_5504	cmp2_5690	cmp2_5720	cmp2_5765	cmp2_5771	cmp2_5775	cmp2_5865	cmp2_5895	cmp2_5902	cmp2_5918	cmp2_5926	cmp2_5957	cmp2_6042	cmp2_6116	cmp2_6128	cmp2_6192	cmp2_6219	cmp2_6238	cmp2_6302	cmp2_6313	cmp2_6400	cmp2_6450	cmp2_6486	gmp_6832	gmp_7218	gmp_7222
HDHD3_cluster10	0	0	0	0	0	0	0	0	0	0	0	1.319723	1.300123	0	0	0	1.82496	0	0	0	0	0	0	1.569312	0	0	0	0	0	0	1.289356	0	0	0	0	0	0	0	0	0	0	0	0	0	1.380058	0	0	1.746325	0	0	0	0	0	0	0	0	1.587451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.326827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.907881	0	0	0	0	0	0	1.158037	0	1.147772	0	0	1.528689	0	0	0	0	0	0	0	0	1.268535	0	0	0	0	1.438562	0	0	0	2.09519	1.504659	0	1.474992	0	0	0	0	0	0	0	0	0	0	0	1.711943	0	0	1.189349	0	0	0	1.615481	0	0	0	1.631162	0	0	0	0	0	0	0	0	0	0	0	1.730145	1.163125	0	0	0	1.607809	0	0	1.441392	0	0	0	0	0	0	1.670605	1.430818	0	1.611102	0	0	0	0	0	0	1.222702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.079364	0	0	0	0	0	1.129765	0	0	0	0	0	0	0	0	0	0	1.950641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PBX3_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.625534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.334324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.794904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.286981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.168596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.024505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.487212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC6_cluster10	0	0	0	0	0	0	1.877416	0	0	0	0	1.142506	0	0	0	0	0	0	0	0	0	2.079445	0	0	0	0	0	0	0	0	0	0	0	0	0	1.554815	0	0	0	0	2.059085	0	0	0	1.689612	0	0	0	0	0	0	0	0	0	0	2.0494	0	0	2.116622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.493369	0	0	0	0	0	0	0	0	0	0	0	1.987207	0	0	0	0	0	0	0	0	0	0	0	0	0	2.423101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.676052	0	0	0	0	0	0	0	2.161703	0	0	0	0	0	0	0	0	0	0	0	1.520414	0	0	0	0	0	0	0	0
GLE1_cluster10	0	0	0	0	1.572517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.874833	0	0	1.40994	0	0	0	0	0	0	0	0	0	0	0	0	0	1.532116	0	0	0	0	0	0	0	0	1.790475	0	0	0	0	1.997854	0	0	0	0	1.388337	0	1.968616	0	0	0	0	0	0	0	0	0	0	1.238261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84804	0	0	0	1.522859	0	0	0	0	0	1.573661	0	0	0	0	0	1.812385	0	0	0	0	1.582229	1.79414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36897	0	0	0	0	0	0	0	0	1.527207	0	1.843353	1.944217	0	1.670072	0	0	0	0	0	0	1.467225	0	0	0	0	0	0	0	0	0	1.749457	0	0	2.229148	0	0	0	0	0	0	0	0	0	1.472753	0	1.553068	0	0	0	0	0	0	0	1.875156	0	0	0	0	0	1.388596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.510046	0	0	0	1.535474	0	0	2.395972	0	0	0	0	0	0	0	0	0	0	0	2.011271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPAPDC3_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRA_cluster10	0	2.306935	0	0	0	0	0	0	0	0	2.342482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.864658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.865931	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.476074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.746952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.419787	0	0	0	0	2.073895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCCAG3_cluster10	0	0	0	0	1.950846	0	0	0	0	0	0	1.314774	0	0	0	1.940178	0	0	0	0	1.95452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.789254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.358413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.250598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.927172	0	0	0	0	0	0	0	2.248424	0	0	0	0	0	0	2.353833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.071869	1.675682	0	0	0	0	2.369135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.051641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf142_cluster10	1.371601	0	0	0	1.520043	1.153876	0	0	1.695662	0	1.210661	0	0	1.809881	0	0	1.001704	0	1.140342	0	1.076857	0	0	0	0	0.963709	0	1.699423	0	0	0	0	0	0	1.020343	0.985803	1.409227	1.378557	1.127723	0	0	0	0	0	1.07127	0	0.997669	1.660241	0	0	0	1.087961	0	0	1.153074	0	0	0	1.342006	0.964367	1.345571	0	0	1.013178	0	1.179521	0	0	0	0	0	0.846365	0	0	0	0	0	0	0	0	0	0.980273	0	0	1.325828	1.636982	0	0	1.251231	0	0	0	0	1.417219	0	0	0	1.047215	0	0	1.18647	0	1.056925	0	0.898926	0	0.890957	0	0	0	0	0	1.081471	0	0	0	1.273271	0	0	1.101585	1.69396	0	1.396485	1.116683	0	0	1.238487	0	1.16799	0.946843	0	0	0	0	0	0	0.858546	0	0	0	1.252673	0	1.328894	0	0	0	1.295832	0	0.91129	1.254014	0	0	1.198653	1.266187	1.165989	1.086347	1.055012	0	0	1.044217	1.039947	1.195772	0	0	1.077381	0	0	0	1.118436	0	1.765024	0	0	0	1.423605	0	1.061537	0	0	0	0	0	1.278773	0	0	1.092653	0.947467	0	1.856497	0	0	1.442564	0	1.167656	1.138789	0	0	0	1.193805	1.230496	0	1.152593	1.232355	1.349418	0	0	0	0	1.159806	1.286243	1.459654	0	0	0	1.484237	0	0	1.637672	1.056371	1.062671	1.368368	0	0	0.966538	1.070687	0	0	0.969153	0	1.374725	0	1.17618	1.179953	0	0	0	0	0	1.251131	0	0	0	1.316636	0	0	0	0	0
ZMYND11_cluster10	0	0	0	0	0	0	0	0	0	0	1.874647	0	0	0	0	0	0	0	0	0	0	0	0	0	1.886722	0	0	1.519279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.924243	0	1.672447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.466134	0	0	0	0	0	0	0	2.326656	0	0	0	0	0	0	1.767569	2.021717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55873	0	0	1.896194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.649891	0	0	0	0	0	2.034121	2.136965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER2_cluster10	0	2.827502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51668	0	0	0	0	0	0	0	0	0	0	0	0	0	2.699891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC61A2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.204372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC123_cluster10	0	0	0	1.002661	0	0	0	0.935257	0	1.538086	0	0.66817	1.316492	1.669431	0	0	0.923968	1.374143	0	1.234253	0.993289	0	1.182024	0	0	1.257128	0	0.905022	0	0	1.846383	0	0	0	0	0.909301	0	0	1.471078	0	0	1.147092	1.488251	0	0	0	0	0	0	0	0	1.003534	0	0	0	1.198549	0	1.896808	0.875301	0.889529	0	0	1.070556	0.934552	0	0	1.092543	1.579997	0	0.999878	1.765166	0	1.056542	0	1.043695	0	1.004908	0	0	0	1.189681	1.278734	0	0	0	0	0	1.139855	0	1.053072	0	0	0	0.924357	1.523821	0.960115	1.310069	1.673075	0	0	0.773854	0	0.974906	0	1.172617	0	0	0	0	2.189112	0	1.854519	1.727799	1.13115	0	1.096175	0	0	0	1.0161	0.902112	0	0.910834	0	1.132669	0	0	0	0	0.873365	1.49356	0	0	1.450896	0.972289	1.669335	0.79192	0.980029	0	0	1.155461	0	0	0	1.052924	0.851583	1.195274	0	1.188747	2.003462	1.70271	0	0	0	1.075505	2.004083	0.97314	0	0.87959	1.362149	0	1.102978	0.863555	0	1.405407	1.238798	0	1.42018	0	0	0	1.989726	1.318677	0	0.928523	1.17138	1.384742	0	0	0	0	1.02448	1.179538	1.153564	0	0	0.873941	0	0.98867	1.196854	0	0.768232	0	0	1.485513	0	0	0	1.101163	0	0	0	0	0	1.158037	1.216787	1.21171	1.272973	1.069799	2.054948	0	0	1.957741	0	0.968068	1.242683	1.177671	1.850078	1.377999	0	0	1.474524	0	0.891531	0.9876	0	1.050133	0	1.264539	0	0	1.084906	0	0	1.246487	0	1.245652	1.225312	1.632057	0.889182	1.155461	1.207671	0	1.156892	0	1.078587	1.82547	1.837076
MPP7_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C10orf10_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC12_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	1.410652	0	0	0	1.400146	1.472427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.386629	1.969769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.816235	1.722408	1.659509	1.326397	0	0	0	0	0	0	0	0	0	0	0	1.891417	1.183022	0	0	0	0	0	0	0	1.814789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.852002	0	1.172668	0	0	0	0	0	0	0	0	0	0	0	0	2.424104	1.812708	0	0	0	0	0	0	3.436888	0	0	1.716403	0	0	0	0	0	0	0	0	1.55467	0	0	1.200046	0	0	0	0	0	0	0	0	0	0	0	0	0	1.824492	1.40177	0	0	1.629779	0	2.085486	0	1.332899	0	0	0	1.308598	1.660735	1.505925	0	0	0	0	0	0	0	0	1.563931	0	0	1.483782	0	1.916612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.496573	0	0	0	0	0	0	0	1.649297	0	0	0	0	0	0	0	0	1.83006	0	0	0	0	0	0
CCSER2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.283383	2.06481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.760625	0	1.513658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.720465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.725949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.066642	0	0	0	0	0	0	0	0	1.879824	0	0	0	1.255277	0	0	0	0	0	0	0	0	0	0	1.857383	2.033819	0	0	0	2.080017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-77P6.2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM1_cluster10	0	0	0	0	0	1.156144	0	0.718373	0	0	0	0.513223	0.715027	0.740332	0.658772	0	0	0.74634	0	0	1.321465	0	0	1.494885	0.863274	0	0	1.204035	0	0	1.002826	0	0	0.769575	0.722909	0	0	0	0	0	0	0	1.400039	0	0.758989	0.970626	0	0	0	0	0.880441	0	0	0	0.816947	0	0	0	0	0	0	0	0	0	0	0.835687	0.839184	0	0	1.086131	1.355828	0	0.811533	0	0	0.878523	0	0.729713	0	0	0	0	0	0	0	0	0	1.072297	0	0.808866	0	0	0.894459	0.710001	0.827634	0.737467	0.711539	0.741949	0	0	0	0.762068	0	1.27871	0.636885	0	0.631239	0	0	0.840731	0.749883	0	0	0	0	0.841976	0	0	0.986633	0	0.979929	0	0.699614	1.118874	0.870006	0	0	0.814791	0	0.948702	0	0	0.699078	0.788027	0	0	1.053565	0.752763	0.928869	1.045911	0	0	0	0	0	0	0	0.989759	0	0.888464	0	0	0.84924	0	0	0	0.747472	0.904417	0.675615	0	1.041988	0	0.663299	0	0	0	1.107962	0	0	1.276895	1.531558	0	0.716214	0.792721	0.713201	0	0	0	0	0	0	0.786905	0	0	0.908072	0	0.949327	0.883667	0	0	1.503639	0	0.88744	0.827279	1.613657	0	0.935897	1.926891	1.464978	0.8718	0	0.816605	0.873118	1.352069	0	1.321745	1.861435	0.977773	0	3.022426	0	0.88562	0	1.076183	0	0	0	0	1.058442	0	0.969481	0	0.908776	0.684788	0	0	0	0.68664	0.971295	0.973987	0	1.178491	0	0	1.658315	1.84138	0	1.331011	0.88642	0.682983	0.887513	1.311846	0	0.888611	0	0.828464	0	0
DHX32_cluster10	0	0	0	0	1.696723	0	0	0	0	0	0	0	0	0	1.467808	1.687448	0	0	0	0	0	0	0	1.923005	0	1.521305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.914546	0	0	0	0	0	0	0	0	0	0	0	1.705007	0	0	2.051202	0	0	0	0	0	0	1.832154	0	0	0	0	0	0	0	2.136109	1.336065	0	0	0	0	0	0	0	0	0	0	0	2.168416	2.092943	0	0	1.379395	1.975189	0	0	0	0	0	1.844047	0	0	1.65313	0	1.676135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.738957	0	0	0	0	0	1.606241	0	0	0	0	0	0	1.557614	0	0	0	0	0	0	0	1.398278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.505334	0	0	1.887641	0	0	1.700747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.897485	0	0	0	0	0	1.724854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.828026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
