Gene	mono_7822	mono_7824	mono_7825	mono_7828	mono_7830	mono_7832	mono_7833	mono_7835	mono_7837	mono_7843	mono_7845	mono_7846	mono_7848	mono_7855	mono_7856	mono_7857	mono_7863	mono_7864	mono_7866	mono_7870	mono_7871	mono_7877	mono_7879	mono_7881	mono_7886	mono_7887	mono_7888	mono_7889	mono_7890	mono_7891	mono_7896	mono_7897	mono_7900	mono_7904	mono_7909	mono_7912	mono_7913	mono_7914	mono_7917	mono_7918	mono_7919	mono_7922	mono_7924	mono_7925	mono_7930	mono_7932	mono_7934	mono_7937	mono_7938	mono_7945	mono_7820	mono_7851	mono_7872	mono_7875	mono_7882
DEK_cluster1	1.36388	0	0.822579	1.346685	0	0	0	0	0.752894	0.806559	1.422983	0.74851	1.642538	0.800703	1.131035	1.196921	0.83406	0	0	0.869626	0	1.212988	0	0	0	1.223781	1.10991	0	1.182565	1.169025	0	1.212167	0	0	1.397	0	0	0	0	0	1.065467	0	1.050324	1.072516	0.835739	0.791049	0.848427	0.837352	0	0.824779	0	0	0.864835	0.808701	0
ALDH5A1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTB_cluster1	0	1.201786	0	0	0	0.874868	0.837797	0	0	0.854854	0	1.586657	0	0	0.847651	0	0	0	0.909245	0	0	0.909069	0.87683	0	2.843883	0	0	0	1.253375	0	0	0	0	0.840904	0	0	1.177892	0	0	1.186187	0	0	0	0	0	0	0	0	0	0	0	1.471914	0	0	0.906622
SYNGAP1_cluster1	0	0	0	0	0	0	0	0	2.560787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK38_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19983	0	0	0	0	0	0	0	0	0	0	0	2.799402	0	0	0	0	0	0	0	0	0	1.847896	0	2.152129	0
SUPT3H_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8228	0	0	0	0	0	0	0	0	0	0	0	0	3.676017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP5_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYN_cluster1	0	0	0	0	0	2.112934	0	0	0	2.064599	0	1.916006	2.102251	0	0	0	0	0	0	0	0	0	0	0	0	2.215076	2.008965	0	0	0	0	0	2.206853	2.872137	0	3.4989	0	0	0	0	0	0	3.292826	0	0	2.863638	0	0	0	0	0	1.777445	0	2.070082	0
L3MBTL3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBPL1_cluster1	0	0	0	0	0	0	0	0	1.437786	0	2.218779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.227674	0	0	0	0	0	0	0	0	0	0	0	0	0	1.420465	0	0	0	0	0	0	0	0	0	0	0	0	0
HEBP2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.255826	0	0	0	0	0	0	0	0	0	0	1.87295	0	0	0	1.68322	0	0	0	0	0	0	0	0	0	0	0	0	1.368759
ZBTB2_cluster1	0	0	0	0	0	0	0	0	0	0	0	2.201157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.425657	0	0	0	0	0	0	0	0	2.310937	0	0	0	0	0	0	0	0	0	0	0	0	2.42544	0	0	0	0	0
FBXO5_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNJ2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUPL2_cluster1	0	0	0	2.043198	0	0	0	1.542261	0	2.119538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57669	0	0	0	0	0	0	0	0	0	2.119538	0	0	2.175001	1.604198	0	0	0	0	0	1.552962	2.93984	1.576541	0	1.497718	0	0	1.290291	0	0	0
HOXA7_cluster1	0	0	0	0	1.543571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.678312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BBS9_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.779234	0	0	0	0	0	0	0	0	0	0	0	2.81955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPDR1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAZ1B_cluster1	0	0	0	0	0	1.471183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.635597	0	0	0	0	1.5423	1.978189	0	0	0	0	0	0	0	0	0	0	0	0	1.994695	0	0	0	0	1.489533	0	0	0	0	0	0	0	0	0	2.156082
GTF2I_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17286	0	0	0	0	1.299234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRRAP_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.433097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF394_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.203304	0	0	0	0	0	0	1.670856	0	0	0	0	0	0	0	1.610301	0	0	0	1.545571	0	0	0	1.612324	1.681767	0	1.467651	0	0	0	1.628054	0	0	0	0	0	0	0	0	1.575382	0
EPHB4_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf73_cluster1	0	0	1.353625	0.904712	0.91791	1.663614	0	1.672758	0	0	0.955969	0	0	0	0	0	0	0	0	0	0.993445	0	0.962641	0.878359	0.987327	1.006916	0.913225	0.959801	0	0	0	0	0	0	1.87703	0.918284	1.293167	0	0	0	0	0	0	0	0	0.920468	0	0	0	0	0	0.807983	1.006325	0.941007	0
CDK5_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.927151	0	0	0	2.585498	1.921468	0	0	0	0	2.008308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.996662	0	0	0	0
TBL1X_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PQBP1_cluster1	1.093279	1.113198	1.142073	1.079495	0	2.292089	0	1.152345	1.045318	1.119826	0	0	1.14025	0	0	0	1.158011	1.959428	0	0	2.05312	2.062608	0	1.048051	1.17807	1.201445	1.089651	2.290452	2.32196	0	0.986417	0	1.196984	0	1.939598	0	1.091064	1.14913	1.695108	2.456868	0	0	0	1.052943	0	1.098294	2.355916	1.162579	0	1.145124	1.682977	0	0	1.1228	1.67958
SYP_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AR_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.822735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGT_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.845237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.952414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.825316	0	0	0	1.958535	0	0
AGPAT5_cluster1	0	0	0	0	1.702322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNOT7_cluster1	1.648636	0	1.217789	1.15106	1.167853	0	0	0	0	1.194069	0	0	0	2.053176	0	1.25298	0	0	0	0	0	0	0	0	0	0	0	1.221151	0	0	0	0	0	0	0	0	0	0	1.80749	1.656877	0	0	0	0	1.237271	0	0	0	0	0	2.197869	0	1.280344	0	0
ZNF395_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.066887	0	0	0	0	0	0	0	0	0	0	0	2.849761	0	0	0	0	0	0	0	0	0	2.087989	0	0	0	0	0	0	0	0	0	0
PPP2CB_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.399508	0	0	0	0	0	0	0	0	0	0	0	0	0	2.189176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAT6A_cluster1	0	0	0	0	0	0	0	0	1.714891	0	0	0	0	0	0	0	0	0	2.763391	0	1.944649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.878624	0	0	0	0	0
C8orf59_cluster1	0	0	0	0	0	0	0	0	1.043403	0	1.138565	0	1.138161	0	0	0	0	0	0	0	0	0	0	0	1.175912	0	0	0	0	0	1.705394	0	0	0	0	0	0	0	0	0	0	0	0	1.051014	0	1.09628	0	0	0	0	0	0	0	0	0
KIAA1429_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.989744	0	0	2.424205	0	0	0
ZNF706_cluster1	0	1.068279	0	1.035934	1.051047	0	1.0532	1.105848	1.00314	0	0	0	0	1.066841	0	0	0	0	1.143018	1.158672	0	1.142795	0	1.005763	1.130535	1.63054	0	1.099018	0	0	0	0	0	0	0	0	1.480736	1.102765	0	0	1.738655	0	0.989547	1.010455	1.928676	0	0	0	0	1.098918	1.615067	0	0	1.077497	0
DCAF13_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.259909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.119241	0	0	0	0	0	0	1.303863	1.360018	0	0	0	1.17	0	0	0	0	0	0	0	1.350285	0	0	0	1.905739
TRPS1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0196_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.974986	0	0	0	0	0	0	0	0	0	2.82749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLI4_cluster1	0	0	0	1.742547	0	0	0	0	0	0	0	0	0	1.794533	1.792423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.854956	0	0	0	1.667051	0	0	0	0	0	0	0	0	0	0	0	1.812457	0
RFX3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-6J24.6_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAPC3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.052038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4GALT1_cluster1	0	0	0	0	0	0	0	0	0	0	2.915557	2.656317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf41_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.891682	0
SYK_cluster1	1.394141	0	0	0	0	1.461427	1.399503	2.078134	0	0	0	1.325221	2.056322	0	0	0	2.088351	0	1.518855	0	0	1.518562	0	0	3.004533	0	0	2.065297	2.093707	0	0	0	0	0	1.427995	1.397215	0	0	0	1.401114	0	0	1.314922	2.325633	1.479659	0	0	0	2.018115	0	0	1.229386	1.531173	0	1.514474
ROR2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM38B_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.112572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.580579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.512098	0	1.273032	0	1.482623	0
FKBP15_cluster1	0	0	0	0	0	0	0	0	0	2.439834	0	0	0	0	0	0	2.523024	0	0	0	0	2.594569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.503677	0	0	0	0	0	0	0	0	0	0	3.448086	0	0	0	0	0	0
HDHD3_cluster1	0	0	0	0	0	0	1.610574	0	0	0	0	0	1.673335	0	0	1.724445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.686369	0	0	0	0	0	0	0	0	0	0	0	1.680488	0	0	0	1.647729	0
PBX3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.05939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC6_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.979149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLE1_cluster1	0	0	0	0	0	0	0	0	0	0	0	1.732013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.816042	0	0	0	1.643989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.606758	0	0	0
PPAPDC3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RXRA_cluster1	0	0	0	0	0	0	0	0	2.304018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.524225	0	0	2.17419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.562477	0	0	0	0	0	0	0
SDCCAG3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf142_cluster1	0	0	1.301	2.129927	0	0	0	1.856443	1.190785	1.275661	1.299384	0	1.836957	1.2664	0	1.893064	1.319155	0	1.356823	1.375409	0	0	0	0	0	1.368634	1.755443	0	0	1.848938	1.123686	1.355647	0	1.254843	1.275661	1.248163	0	1.309042	0	0	1.191583	1.176435	1.174649	1.199467	1.321813	1.251131	0	0	1.27479	1.304477	0	1.098235	0	1.279047	0
ZMYND11_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC61A2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.351895	0	0	0	0	0	0	0	0	0	0
CDC123_cluster1	0	0	0	0	1.15083	0	1.153187	0	0	1.176665	0	0	1.694403	0	0	1.234719	0	1.188697	0	0	0	1.251287	1.206913	1.101245	1.237861	0	0	0	2.112939	0	1.465807	0	0	0	0	1.628186	0	0	0	0	0	1.085141	1.08349	0	1.219233	0	1.750437	0	1.662919	0	0	1.432613	0	0	0
MPP7_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97316	0	0	0	0	0	0	0
C10orf10_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC12_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCSER2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.988208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-77P6.2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.060449	0	0	0	0	0	0	0	0
PDLIM1_cluster1	1.247862	0	0	0.871247	0.883956	0	1.252661	0	0.843665	0	0	0	0	0	1.267395	0	0	0	0	0.97447	0	0	0	0	0.950805	0	0	0.924298	0	0	0	1.358308	0	0	1.278167	0	1.525215	0	0	0	0	0	0	0	0	0	0.950716	0	0	0	0	0	0	0.9062	0
DHX32_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2L_cluster1	1.468989	0	0.885972	0	0	0	0	0.893943	0.810917	1.228552	0	0	0	1.219631	0	0.911577	0	0.8776	0.92399	0	0.919562	0	0	0.813036	0	0	0	0.888421	0	1.259115	1.082188	0	1.313202	0.854541	0.868717	0.849991	1.196996	0	0.929844	1.205421	1.62292	0	1.131269	1.155171	0.900147	1.204927	0.913813	0	0	0.888341	0.923188	0.747892	1.317319	1.231816	0
CDKN1C_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SWAP70_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HTATIP2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.493539	0	0	0	1.519845	0	0	0	0	0	0	2.23829	1.614113	0	1.538584	0	0	1.325228	0	0	0	0	1.472033	0	0	0	0	0	0	0	0	0	0	1.582558	0	0	0	1.598796	0	1.613165	0	0
KIF18A_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRG4_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.060041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.830038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.083065	0
HARBI1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTNND1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS37C_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf95_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC88B_cluster1	2.303714	0	0	0	0	0	0	0	0	0	0	0	2.402688	0	0	0	0	0	0	0	0	0	0	2.208409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.176116	0	2.218716	0	0	0	0	0	0	0	0	0	0	0
RNASEH2C_cluster1	0	0.931314	0	0	0	1.355942	0	0	0	0.936861	0	0	0	1.315302	0	0.983083	0	1.338469	0	0	0	0	0	0	0	0	0.911616	0	0	3.184525	1.167078	1.407999	0	0	0	0.916666	0	0.961376	0	0	0	1.221867	0	0	0.970756	1.299446	1.3937	0.972629	1.872445	0.958025	0.995605	0	0	1.328439	0
ACY3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPCN2_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.771662	0
PPFIA1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC15_cluster1	2.109723	0	0	1.202689	0	0	1.222735	1.283857	0	0	1.27083	0	2.540762	0	1.237114	0	0	2.183048	0	1.345184	0	0	0	1.16766	1.856179	0	0	0	0	0	1.09899	0	0	2.12569	0	0	0	0	0	0	2.018524	0	0	0	0	0	1.312391	0	0	0	0	0	0	0	1.871262
C11orf30_cluster1	0	0	0	2.196625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAK1_cluster1	0	1.797312	0	0	1.768321	1.850346	0	0	0	1.808015	0	2.372897	1.840992	0	0	2.683073	0	0	0	1.94939	0	0	0	2.393032	0	0	1.759295	0	3.24666	0	1.59262	0	1.932592	0	2.556922	3.064072	1.761576	0	0	2.508783	2.388395	0	0	1.700026	0	0	0	0	0	2.614682	2.717247	1.556551	0	0	1.917506
NARS2_cluster1	0	0	0	0	0	0	0	0	0	0	1.768598	0	0	0	0	1.821969	0	0	0	0	0	0	0	0	0	0	0	0	1.800114	1.779503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PICALM_cluster1	0	0	2.006903	0	0	0	0	0	0	0	0	0	0	0	0	2.064902	0	0	0	2.121686	0	0	0	0	0	0	2.707922	0	0	0	0	2.091203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.966474	0	2.091203	2.395855	0	0	2.086983
C11orf73_cluster1	1.531169	1.102425	0	0	0	0	1.086862	0	0	2.217981	0	0	1.129217	0	0	0	1.986321	0	1.668137	0	0	1.179322	0	1.037907	0	1.189819	0	0	1.149743	0	0	1.666688	0	0	1.108991	0	0	0	0	0	0	1.022732	0	0	0	0	0	0	0	0	1.666688	1.350219	1.189117	0	1.176151
RP11-315O6.1_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACAT1_cluster1	2.235021	0	0	0	0	0	1.295353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.030035	0	0	0	1.351703	0	0	0	0	0	0	0	0	0	0	0	0	1.234609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HINFP_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.388391	0	0	0	2.454068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPD3_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D4_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPD2_cluster1	0	0	0	0	0	0	2.042077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.130913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF384_cluster1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
