Edge	cluster8	cluster3	cluster2	cluster1	cluster6	cluster9	cluster10	cluster7	cluster
FLI1->DRAM2	0	0	0	0	0	0	0.9	1	12
FLI1->IFI16	0	0	0	0	0	0	0	1	1
FLI1->LRRC8B	0	0	0	0	0	0	0	0.8	1
FLI1->MARCKSL1	0	0	0	0	0	0	0	1	1
FLI1->MMADHC	0	0	0	0	0	0	0.8	0.8	12
FLI1->MOB1A	0	0	0	0	0	0	0	0.8	1
FLI1->MPC2	0	0	0	0	0	1	0	0	8
FLI1->NSL1	0	0	0	0	0	0	0.8	0.8	12
FLI1->PLEK	0	0	0	0	0	0	0	1	1
FLI1->PSEN2	0	0	0	0	0	0	0	0.9	1
FLI1->RALB	0	0	0	0	0	0	0	0.9	1
FLI1->RHOA	0	0	0	0	0	0.8	0	1	11
FLI1->RP11-85F14.5	0	0	0	0	0	0	0	0.8	1
FLI1->RPUSD3	0	0	0	0	0	0	0	0.8	1
FLI1->SDPR	0	0	0	0	0	0	0.9	0.9	12
FLI1->TMBIM1	0	0	0	0	0	0	0.9	0.9	12
FLI1->TTC27	0	0	0	0	0	0	0.9	1	12
FLNB->VAMP3	0	0.8	0	0	0	0	0	0	7
FLT3->GCSAM	0	0	0	0	0	0	0	0.8	1
FLT3->SELL	0	0	0	0	0	0	0	0.9	1
FMR1->ARV1	0	0	0	0	0	0.9	0	0	8
FMR1->S100A9	0	0	0	0	0	0	0	0.8	1
FMR1->UGP2	0	0	0	0	0	0.8	0	0	8
FOS->AAMP	0.8	0	0	0	0	0	0	0	5
FOS->FAM124B	0	0	0	0	0	0	0	1	1
FOS->HIST2H2AA3	0	0	0	0	0	0	0	0.8	1
FOS->JUN	1	0.8	1	0	0.8	0	0	1	17
FOS->MPC2	0	0	0	0.8	0	0	0.8	1	18
FOS->PGD	0.8	0.9	0	0.8	0	0	0	0	7
FOS->YPEL5	0.9	0.9	0	0	0	0.8	0	0	7
FOS->ZFP36L2	1	0	1	0	0.9	0	0	0	5
FOSB->AC062029.1	0	0	0	0	0	0	0	0.8	1
FOSB->FOXP1	0	0	0	0	0	0	0	1	1
FOSB->MPC2	0	0	0	0.8	0.9	0.9	0.9	0.9	4
FOSL1->AGPS	0	0	0	0	0	0	0	0.8	1
FOSL1->C3orf38	0	0	0	0	0	0	0	0.8	1
FOSL1->FASTKD2	0	0	0	0	0	0	0.8	0	2
FOSL1->GHRL	0	0	0	0	0	0	0	0.9	1
FOSL1->MATN1-AS1	0	0	0	0	0.8	0	0	0	9
FOSL1->NBL1	0	0.8	0	0	0	0	0	0	7
FOSL1->OSBPL10	0	0	0	0	0	0	0	0.8	1
FOSL2->BUB1	0	0	0	0	0	0	0	0.8	1
FOSL2->CASP8	1	1	0	0	0	0	0	0	7
FOXJ2->ACTR1B	0	0	0	0	0	0	0	0.9	1
FOXJ2->CCDC93	0	0	0	0.9	0	0	0	0	10
FOXJ2->PDE6D	0	0	0	0	0	0	0.8	0	2
FOXJ2->RGS1	0	0	0	0	0	0	0.8	0.8	12
FOXJ2->TSSC1	0	0	0	0	0	0	0.9	0	2
FOXJ3->FAF1	0	0	0	0	0	0	0	0.8	1
FOXJ3->FARP2	0	0	0	0	0	0	0	0.9	1
FOXJ3->KDM4A	0	0	0	0	0.8	0	0	0	9
FOXJ3->PHOSPHO2	0	0	0	0	0	0	0	1	1
FOXJ3->POU2F1	0	0	0	0	0	0	0	0.8	1
FOXK2->KDM4A	0	0	0	0	0	0	0	0.8	1
FOXK2->LYPLAL1	0	0	0.8	0	0	0	0	0	3
FOXK2->MTX1	0	0	0	0	0	0.8	0	0	8
FOXK2->PHC2	0	0	0.9	0	0	0	0	0	3
FOXK2->PLB1	0	0	0	0	0	0	0	0.8	1
FOXK2->RASSF5	0	0	0	0.8	0	0	0	0	10
FOXK2->SLC39A1	0.8	0	0	0	0	0	0	0	5
FOXK2->TOP2B	0	0	0	0.8	0	0	0	0	10
FOXM1->CENPA	0.9	0	0	0	0	0	0	0	5
FOXO1->AL590822.1	0	0	0	0	0	0	0	1	1
FOXO1->ATP13A2	0	0	0	0	0	0.8	0	0	8
FOXO1->CMPK2	0	0	0	0	0	0.8	0	0	8
FOXO1->D2HGDH	0	0	0.8	0	0	0	0	0	3
FOXO1->ITPRIPL1	0	0	0	0	0	0	0	0.8	1
FOXO1->OXCT2	0	0	0.8	0	0	0	0	0	3
FOXO1->RP5-864K19.4	0	0	0	0	0.8	0	0	0	9
FOXO1->ST3GAL5	0	0	0	0	0	0	0	0.8	1
FOXO1->TMEM167B	0	0	0	0	0.8	0	0	0	9
FOXO1->TNS1	0	0	0	0	0.8	0	0	0	9
FOXO4->ARHGEF3	0.8	0	0	0	0	0	0	0	5
FOXO4->ASTE1	0	0	0	0	0.8	0	0	0	9
FOXO4->C1orf213	0.8	0	0	0	0	0	0	0	5
FOXO4->C2orf44	0	0	0	0	0.8	0	0	0	9
FOXO4->C2orf69	0.8	0	0	0	0	0	0	0	5
FOXO4->CAMKMT	0.8	0	0	0	0	0	0	0	5
FOXO4->CDCP1	0.8	0	0	0	0	0	0	0	5
FOXO4->CEP104	0.8	0	0	0	0	0	0	0	5
FOXO4->CLK2	0.8	0	0	0	0	0	0	0	5
FOXO4->DTX3L	0	0	0	0	0	0	1	0	2
FOXO4->GBP2	0.8	0	0	0	0	0	0	0	5
FOXO4->LPGAT1	0.8	0	0	0	0	0	0	0	5
FOXO4->LRRC8B	0.8	0	0	0	0	0	0	0	5
FOXO4->MAP4K3	0.8	0	0	0	0	0	0	0	5
FOXO4->MEF2D	0.8	0	0	0	0	0	0	0	5
FOXO4->METTL18	0.8	0	0	0	0	0	0	0	5
FOXO4->NBAS	0.8	0	0	0	0	0	0	0	5
FOXO4->NMNAT1	0.8	0	0	0	0	0	0	0	5
FOXO4->PLCL2	0.8	0	0	0	0	0	0	0	5
FOXO4->PTGS2	0	0	0	0	0	0	0	0.9	1
FOXO4->PTPN22	0.8	0	0	0	0	0	0	0	5
FOXO4->RABL3	0.8	0	0	0	0	0	0	0	5
FOXO4->RP11-196G18.24	0	0	0	0	0	0	0	1	1
FOXO4->RP11-334G22.1	0.8	0	0	0	0	0	0	0	5
FOXO4->RP11-378A13.2	0	0	0	0	0.8	0	0	0	9
FOXO4->RP11-554J4.1	0.8	0	0	0	0	0	0	0	5
FOXO4->SLC35A3	0.8	0	0	0	0	0	0	0	5
FOXO4->SMG7	0.8	0	0	0	0	0	0	0	5
FOXO4->SWT1	0.8	0	0	0	0	0	0	0	5
FOXO4->TOMM40L	0.8	0	0	0	0	0	0	0	5
FOXO4->TPRA1	0.8	0	0	0	0	0	0	0	5
FOXO4->USP21	0	0	0	0	0	0	0	0.9	1
FOXO4->WDR75	0	0	0	0	0.8	0	0	0	9
FOXO4->ZBTB37	0.8	0	0	0	0	0	0	0	5
FOXO4->ZC3H12A	0	0	0	0	0	0	0	0.8	1
FOXP4->AMMECR1L	0.8	0	0	0	0	0	0	0	5
FOXP4->ANKRD35	0.8	0	0	0	0	0	0	0	5
FOXP4->C1orf54	1	0	0	0	0	0	0	0	5
FOXP4->FBXO48	0.8	0	0	0	0	0	0	0	5
FOXP4->LIMD1-AS1	0	0	0.8	0	0	0	0	0	3
FRS2->ATAD3C	0	0	0	0	0	0	0	0.8	1
FRS2->C1orf52	0	0	0	0	0	0.9	0	0	8
FRS2->GPR137B	0	0	0	0	0	0	0	0.9	1
FRS2->PRKCE	0	0	0	0	0.8	0	0	0	9
FUT4->CCSAP	0	0	0	0	0	0	0	1	1
FUT4->GPR137B	0.8	0	0	0	0	0	0	0	5
FUT4->HDAC4	0.8	0	0	0	0	0	0	0	5
FUT4->HIST3H2A	0	0	0	0	0.9	0	0	0	9
FUT4->MTR	0.8	0	0	0	0	0	0	0	5
FUT4->NCDN	0	0	0	0	0.8	0	0	0	9
FUT4->PODXL2	0	0	0	0	0.9	0	0	0	9
FUT4->SLC2A5	0	0	0	0	0	0.8	0	0	8
FXR2->CALCRL	0	0	0.9	0	0	0	0	0	3
FXR2->IP6K1	0.8	0	0	0	0	0	0	0	5
FXR2->SPRED2	0.8	0	0	0	0	0	0	0	5
FXR2->WDR52	0	0	0	0	0	0	0	0.8	1
FYN->ADCK3	0	0	0	0	0	0.8	0	0	8
FYN->PTGER3	0	0	0	0	0	0	0	0.9	1
FYN->RP11-85F14.5	0	0	0	0	0	0	0	0.8	1
FYN->TOMM40L	0.9	0	0	0	0	0	0	0	5
GAB1->C1orf112	0	0	0	0	0.9	0	0	0	9
GAB1->C1orf159	0	0	0.8	0	0	0	0	0	3
GAB1->C1orf54	0	0	0.8	0	0	0	0	0	3
GAB1->CAPN10-AS1	0	0	0.8	0	0	0	0	0	3
GAB1->CLASP1	0	0	0	0	0	0	0	0.8	1
GAB1->GSTM2	0	0	0	0	0	0	0	0.9	1
GAB1->RP11-1223D19.1	0	0	0.8	0	0	0	0	0	3
GAB1->RP11-443B7.1	0	0	0.8	0	0	0	0	0	3
GAB1->SPEN	0.8	0	0	0	0	0	0	0	5
GAB1->ST3GAL5	0	0	0	0	1	0	0	0	9
GAB1->TMEM53	0	0	0.8	0	0	0	0	0	3
GAB1->ZBTB40	0.8	0	0	0	0	0	0	0	5
GABPA->CRYGD	0	0	0	0	0	0	0	1	1
GABPA->EAF2	0	0	0	0	0	0.8	0	0.9	11
GABPA->FBXO41	0	0	0	0	0	0	0	0.8	1
GABPA->GPN1	0	0	0	0	0	0	0	0.8	1
GABPA->LIMS1	0	0	0	0	0	0.8	0	0	8
GABPA->PBX1	0.8	0	0	0	0	0	0	0	5
GABPA->PLOD1	0	0	0	0	0	0	0	0.8	1
GABPA->RAB3GAP1	0.8	0	0	0	0	0	0	0	5
GABPA->RUNX3	0	0	0	0	0	1	0	0	8
GABPB2->ANKAR	0	0	0	0	0	0	0	0.8	1
GABPB2->RP5-827C21.4	0	0.8	0	0	0	0	0	0	7
GALNS->ABHD1	0.8	0	0	0	0	0	0	0	5
GALNS->HEATR1	0.8	0	0	0	0	0	0	0	5
GALNS->HES4	0	0	0	0	0	0	0	0.9	1
GALNS->PIK3CD	0	0	0	0	0	0	0	1	1
GALNS->TMEM125	0.8	0	0	0	0	0	0	0	5
GALNS->TMEM17	0.8	0	0	0	0	0	0	0	5
GALNS->WDR47	0.8	0	0	0	0	0	0	0	5
GATA1->AC093901.1	0.8	0	0	0	0	0	0	0	5
GATA1->CALCRL	0.8	0	0	0	0	0	0	0	5
GATA1->CAPZA1	0	0	0	0	0	0	0	0.8	1
GATA1->CERS2	0	0	0	0	0	0	0	0.9	1
GATA1->CNRIP1	0	0	0.8	0	0	0	0	0	3
GATA1->CPOX	0.9	0	0	0	0	0	0	0	5
GATA1->CSF3R	0	0	0	0	0	0	0	1	1
GATA1->HEATR5B	0.8	0	0	0	0	0	0	0	5
GATA1->LINC00152	0	0	0.8	0	0	0	0	0.9	19
GATA1->RP11-196G18.24	0.8	0	0	0	0	0	0	0	5
GATA1->RP11-319G6.1	0.8	0	0	0	0	0	0	0	5
GATA1->UROD	0	0	0	0	0	0	0	0.8	1
GATA2->FCER1A	0	0.8	0	0	0	0	1	1	12
GATA2->SLC40A1	0	0	0	0	0	0	0	1	1
GATA3->AC073283.4	0	0	0.9	0	0	0	0	0	3
GATA3->ATRIP	0	0	0	0	0	0	0	1	1
GATA3->C2ORF15	0	0	0	0	0	0	0	0.9	1
GATA3->CD96	0	0	1	0	0	0	0	0	3
GATA3->E2F2	0	0	0	0	0	0	0	0.9	1
GATA3->KIAA2018	0	0	0	0	0	0	0	1	1
GATA3->NEK11	0	0	0.9	0	0	0	0	0	3
GATA3->PPP1R21	0	0	0	0	0	0	0	1	1
GATA3->RASAL2	0	0	0	0	0	0	0	1	1
GATA3->RP11-440D17.3	0	0	0	0	0	0	0	0.9	1
GATA3->SLC16A1-AS1	0	0	0	0	0	0	0	0.9	1
GATA3->SLC30A6	0	0	0	0	0	0	0	0.8	1
GATA3->SPATA6	0	0	0	0	0	0	0	0.8	1
GATA3->SPR	0	0	0	0	0	0	0	0.9	1
GATA3->TRH	0	0	0	0	0	0	0	0.9	1
GATA3->TRIB2	0	0	0	0	0	0	0	0.9	1
GATA3->VPS54	0	0	0	0	0	0	0	0.9	1
GATA3->WDPCP	0	0	0	0	0	0	0	0.8	1
GATA3->ZBTB18	0	0	0	0	0	0	0	1	1
GATA3->ZNF502	0	0	0	0	0	0	0	1	1
GATAD1->NAV1	0.8	0	0	0	0	0	0	0	5
GATAD2A->CITED4	0	0	0.8	0	0	0	0	0	3
GATAD2B->TARS2	0	0	0	0	0	0	0	0.8	1
GEMIN4->AC012360.4	0	0	0	0	0	0	0	0.8	1
GEMIN4->RP1-92O14.3	0	0	0	0	0	0	0	0.9	1
GEMIN4->STAB1	0	0	0	0	0	0	0	0.8	1
GFI1->AC010883.5	0	0	0.8	0	0	0	0	0	3
GFI1->C1orf56	0	0	0	0	0	0	0.8	0	2
GFI1->C3orf62	0	0	0	0	0	0	0.8	0	2
GFI1->CHRM3	0	0	0	0	0	0	0.8	0	2
GFI1->CYTIP	0	0	0	0	0	0	0.8	0	2
GFI1->DNAJC27	0	0	0	0	0	0	0.8	0	2
GFI1->DSTYK	0	0	0	0	0	0	0.8	0	2
GFI1->ELMOD3	0	0	0	0	0	0	0.8	0	2
GFI1->INPP5D	0	0	0	0	0	0	0.8	0	2
GFI1->MMEL1	0	0	0	0	0	0	0.8	0	2
GFI1->NPHP3	0	0	0.8	0	0	0	0	0	3
GFI1->NUDT17	0	0	0	0	0	0	0.8	0	2
GFI1->PLA2G4A	0	0	0	0	0	0	0.8	0	2
GFI1->RAB7L1	0	0	0.8	0	0	0	0	0	3
GFI1->RBM34	0	0	0	0	0	0	0.8	0	2
GFI1->RMDN2	0	0	0	0	0	0	0.8	0	2
GFI1->RNF25	0	0	0	0	0	0	0.8	0	2
GFI1->RP11-427H3.3	0	0	0	0	0	0	0.8	0	2
GFI1->RP11-486G15.2	0	0	0	0	0	0	0.8	0	2
GFI1->SAMD13	0	0	0	0	0	0	0.8	0	2
GFI1->STAT1	0	0	0	0	0	0	0.8	0	2
GFI1->SUMF1	0	0	0	0	0	0	0.8	0	2
GFI1->TCEANC2	0	0	0	0	0	0	0.8	0	2
GFI1->TCTEX1D1	0	0	0	0	0	0	0.8	0	2
GFI1->TRAF5	0	0	0	0	0	0	0.8	0	2
GFI1->TRAK2	0	0	0	0	0	0	0.8	0	2
GFI1->WRAP73	0	0	0	0	0	0	0.8	0	2
GFI1B->ATP6V1A	0	0	0	0	0.8	0	0	0	9
GFI1B->C2orf49	0.8	0	0	0	0	0	0	0	5
GFI1B->CRTAP	0	0	0	0	0	0	0	1	1
GFI1B->MARC1	0.8	0	0	0	0	0	0	0	5
GFI1B->SMIM1	0	0	0	0	0	0	0	1	1
GMEB2->ANO10	0	0	0	0	0	0	0	0.8	1
GMEB2->CREB3L4	0	0	0	0	0	0	0.9	0	2
GMEB2->DCBLD2	0	0	0	0	0	0	0.9	0	2
GMEB2->DHCR24	0.9	0	0	0	0	0	0	0	5
GMEB2->DVL1	0	0	0.9	0	0	0	0	0	3
GMEB2->HMGN2	0	0	0	0.8	0	0	0	0	10
GMEB2->LMNA	0	0	0	0	0	0	0.8	0	2
GMEB2->MIB2	0	0	0	0	0	0	0.8	0	2
GMEB2->RP11-395A13.2	0	0.8	0	0	0	0	0	0	7
GMEB2->TAL1	0	0	0	0	0	0	0	0.8	1
GMEB2->TBCE	0	0	0	0	0	0	0.9	0	2
GNS->ADAM17	0	0	0	0	0	0	0	0.8	1
GNS->NUP133	0.9	0	0	0	0	0	0	0	5
GNS->RN7SL832P	0	0	0	0	0.9	0	0	0	9
GNS->RP3-455J7.4	0	0	0	0	0	0	0	0.8	1
GNS->SETDB1	0.8	0	0	0	0	0	0.9	0	2
GON4L->SULT1C4	0	0	0	0	0	0	0	0.9	1
GTF2A1->FAM63A	0	0	0.8	0	0	0	0	0	3
GTF2A1->GSK3B	0	0	0	0.8	0	0	0	0	10
GTF2A1->LRRC8C	0	0	0	0.8	0	0	0	0	10
GTF2A1->NIF3L1	0.8	0	0	0.8	0	0	0	0	10
GTF2A1->PREPL	0	0	0	0.8	0	0	0	0	10
GTF2A1->SCMH1	0	0	0	0.8	0	0	0	0	10
GTF2A1->SLC39A10	0	0	0	0.8	0	0	0	0	10
GTF2A1->SLC40A1	0	0	0.9	0	0	0	0	0	3
GTF2A1->TOE1	0	0	0	0.8	0	0	0	0	10
GTF2A1->TP73-AS1	0	0	0	0.8	0	0	0	0	10
GTF2A1->TPRG1L	0	0	0	0.8	0	0	0	0	10
GTF2A1->ZRANB3	0	0	0	0.8	0	0	0	0	10
GTF2A2->EIF5B	0	0	0	0	0	0	0	0.9	1
GTF2E1->CSTA	0	0	0	0	0.8	0	0	0	9
GTF2E1->DUSP19	0	0	0.8	0	0	0	0	0	3
GTF2E1->IKZF2	0	0	0	0	0.8	0	0	0	9
GTF3A->GUK1	0	0	0	0	0	0	0	0.9	1
GTF3A->YBX1	0	0	0	0	0	0	0	1	1
GTF3C3->PPP1CB	0	0	0	0	0	0	0	0.9	1
GTF3C4->GLYCTK	0.8	0	0	0	0	0	0	0	5
GTF3C4->IFFO2	1	0	0	0	0	0	0	0	5
GYS1->APLF	0	0	0	0	0	0.8	0	0	8
GYS1->CCDC121	0	0	0.8	0	0	0	0	0	3
GYS1->CHST13	0	0.8	0	0	0	0	0	0	7
GYS1->EGLN1	0	0	0.8	0	0	0	0	0	3
GYS1->IKBKE	0	0.9	0	0	0	0	0	0	7
GYS1->MUC1	0	0	0	0	0	0.9	0	0	8
GYS1->PLEKHA3	0	0	0	0	0	0.8	0	0	8
GYS1->RP11-285F7.2	0	0	0.8	0	0	0	0	0	3
GYS1->S100A9	0	0	0.8	0	0	0	0	0	3
GZF1->BTG2	0	0	0	0	0	0	0.9	0	2
GZF1->CCDC173	0.8	0	0	0	0	0	0	0	5
GZF1->KBTBD12	0.9	0	0	0	0	0	0	0	5
GZF1->PTPN23	0	0	0	0	0	0	0.8	0	2
GZF1->RRAGC	0	0	0	0	0	0	0.9	0	2
GZF1->SEC61A1	0	0	0	0	0	0	0.8	0	2
GZF1->TNS1	0.8	0	0	0	0	0	0	0	5
GZF1->TRAF5	0	0	0	0	0	0	0.9	0	2
H1F0->H1FX	0	0	0	0	0	0	0	1	1
HCK->CHCHD5	0	0	0	0	0	0.8	0	0	8
HCK->DHFRL1	0	0	0.8	0	0	0	0	0	3
HCK->FKBP7	0	0	0.8	0	0	0	0	0	3
HDAC11->ASPM	0	0.8	0	0	0	0	0	0	7
HDAC11->ATXN7L2	0	0	0	0	0	0	0	0.9	1
HDAC11->BLZF1	0	0.8	0	0	0	0	0	0	7
HDAC11->LCLAT1	0.8	0	0	0	0	0	0	0	5
HDAC11->RP11-484K9.4	0	0	0	0	0	0	0	0.8	1
HDAC11->TATDN3	0	0	0	0	0	0	0.8	0	2
HDAC4->C2orf42	0	0	0	0	0	0	0	0.8	1
HDAC4->KIF3C	0.8	0	0	0	0	0	0	0	5
HDAC4->MREG	0	0	0.9	0	0	0	0	0	3
HDAC4->NOTCH2	0.8	0	0	0	0	0	0	0	5
HDAC5->PIGM	0	0	0	0	0	0	0	0.8	1
HDAC5->USP37	0	0	0	0	0	0	0	0.8	1
HDAC9->FAM72D	0	0	0.9	0	0	0	0	0	3
HDAC9->RCAN3	0	0	0	0	0	0	0	0.9	1
HDAC9->TATDN2	0.8	0	0	0	0	0	0	0	5
HDAC9->THEMIS2	0	0	0	0	0	0.8	0	0	8
HDHD1->ATG16L1	0.9	0	0	0	0	0	0	0	5
HDHD1->ATIC	0	0	0.9	0	0	0	0	0	3
HDHD1->C1orf35	0	0	0.9	0	0	0	0	0	3
HDHD1->CCNYL1	0	0	0.8	0	0	0	0	0	3
HDHD1->DHDDS	0.8	0	0	0	0	0	0	0	5
HDHD1->DVL1	0	0	0.9	0	0	0	0	0	3
HDHD1->FAM178B	0	0	0.9	0	0	0	0	0	3
HDHD1->GPR35	0.9	0	0	0	0	0	0	0	5
HDHD1->LDLRAD2	0.8	0	0	0	0	0	0	0	5
HDHD1->MAP4K3	0	0	0.8	0	0	0	0	0	3
HDHD1->RAB7L1	0	0	0	0	0.8	0	0	0	9
HDHD1->RNF25	0	0	0	0	0.9	0	0	0	9
HDHD1->RP11-134G8.7	0.9	0	0	0	0	0	0	0	5
HDHD1->SMIM1	0	0	0.8	0	0	0	0	0	3
HDHD1->ZNF672	0	0	0.9	0	0	0	0	0	3
HDHD3->C3orf38	0	0.9	0	0	0	0	0	0	7
HDHD3->FAM178B	0	0	0	0	0	0	0	1	1
HDHD3->NGLY1	0	0	0	0	0	0	0	0.8	1
HECTD4->EIF2B3	0	0	0	0	0	0	0	0.8	1
HECTD4->PEX14	0.8	0	0	0	0	0	0	0	5
HECTD4->TINAGL1	0	0	0	0	0	0	0	0.8	1
HES1->ABHD5	0	0	0	0	0	0	0	0.8	1
HES1->AHSA2	0	0	0	0	0	0	0	0.8	1
HES1->ALMS1	0	0	0	0	0	0	0	0.8	1
HES1->AMPD2	0	0	0	0	0	0	0	0.8	1
HES1->ANKZF1	0	0	0	0	0	0	0	0.8	1
HES1->CEP85	0	0	0	0	0	0	0	0.8	1
HES1->CHPF	0	0	0	0	0	0	0	0.8	1
HES1->CMPK2	0	0	0	0	0	0	0	0.8	1
HES1->DGUOK-AS1	0	0	0	0	0	0	0	0.8	1
HES1->DOCK7	0	0	0	0	0	0	0	0.8	1
HES1->FAM126B	0	0	0	0	0	0	0	0.8	1
HES1->GLS	0	0	0	0	0	0	0	0.8	1
HES1->GTF2E1	0	0	0	0	0	0	0	0.8	1
HES1->HECTD3	0.8	0	0	0	0	0	0	0	5
HES1->LINC00853	0	0	0	0	0	0	0	0.8	1
HES1->MARC1	0	0	0	0	0.8	0	0	0	9
HES1->MYLK-AS1	0	0	0	0	0	0	0	0.8	1
HES1->NBPF14	0	0	0	0	0	0	0	0.8	1
HES1->OSGEPL1	0	0	0	0	0.8	0	0	0	9
HES1->OXSM	0	0	0	0	0	0	0	0.8	1
HES1->PANK4	0	0	0	0	0.8	0	0	0	9
HES1->PAPOLG	0	0	0	0	0	0	0	0.8	1
HES1->PRDM2	0	0	0	0	0	0	0	0.8	1
HES1->PREPL	0	0	0	0	0	0	0	0.8	1
HES1->PRUNE	0	0	0	0	0	0	0	0.8	1
HES1->RASSF5	0	0	0	0	0	0	0	0.8	1
HES1->RBM34	0	0	0	0	0	0	0	0.8	1
HES1->RLF	0	0	0	0	0	0	0	0.8	1
HES1->RMDN2	0	0	0	0	0	0	0	0.8	1
HES1->RP11-268J15.5	0	0	0	0	0.8	0	0	0	9
HES1->RP11-7O11.3	0.8	0	0	0	0	0	0	0	5
HES1->RP4-612B15.3	0	0	0	0	0	0	0	0.8	1
HES1->SAP130	0	0	0	0	0.8	0	0	0	9
HES1->SUCO	0	0	0	0	0	0	0	0.8	1
HES1->SYDE2	0	0	0	0	0	0	0	0.8	1
HES1->TDRKH	0	0	0	0	0	0	0	0.8	1
HES1->TTL	0	0	0	0	0	0	0	0.8	1
HES1->ZNF124	0	0	0	0	0	0	0	0.8	1
HES1->ZNF672	0	0	0	0	0	0	0	0.8	1
HES1->ZNF804A	0	0	0	0	0	0	0	0.8	1
HES4->ABL2	0	0	0	0	0	0	0	0.8	1
HES4->AC062029.1	0.8	0	0	0	0	0	0	0	5
HES4->AC096772.6	0	0	0	0	0.8	0	0	0	9
HES4->ACTR8	0	0	0	0	0	0	0	0.8	1
HES4->AK4	0	0	0	0	0	0	0	0.9	1
HES4->ALDH4A1	0	0	0	0	0	0	0	0.8	1
HES4->CENPL	0	0	0	0	0	0	0	0.9	1
HES4->CEP68	0	0	0	0	0	0	0	0.8	1
HES4->CSF1	0	0	0	0	0	0	0	0.9	1
HES4->CTBS	0	0	0	0	0	0	0	0.9	1
HES4->DDAH1	0	0	0	0	0	0	0	0.8	1
HES4->ETV3	0	0	0	0	0	0	0	0.9	1
HES4->EXOSC10	0	0	0	0	0.8	0	0	0.8	15
HES4->FCRLB	0.8	0	0	0	0	0	0	0	5
HES4->GLT8D1	0	0	0	0	0	0	0	0.9	1
HES4->HOOK1	0	0	0	0	0	0	0	0.9	1
HES4->HS6ST1	0	0	0	0	0	0	0	0.8	1
HES4->KIAA1407	0	0	0	0	0	0	0	0.9	1
HES4->KIF15	0	0	0	0	0	0	0	1	1
HES4->LRIG2	0	0	0	0	0	0	0	0.9	1
HES4->NT5DC2	0	0	0	0	0	0	0	0.9	1
HES4->PIK3CD	0	0	0	0	0	0	0	0.9	1
HES4->RBM6	0	0	0	0	0	0	0	0.8	1
HES4->RP11-108M9.4	0	0	0	0	0	0	0	0.9	1
HES4->RP11-156E8.1	0.8	0	0	0	0	0	0	0	5
HES4->RP11-488L18.10	0	0	0	0	0	0	0	0.9	1
HES4->RP11-554J4.1	0	0	0	0	0	0	0	0.8	1
HES4->RP5-886K2.3	0	0	0	0	0	0	0	0.9	1
HES4->SPOPL	0	0	0	0	0	0	0	0.9	1
HES4->SUCO	0	0	0	0	0	0	0	0.9	1
HES4->SYNC	0	0	0	0	0	0	0	0.9	1
HES4->TMEM87B	0	0	0	0	0	0	0	0.9	1
HES4->TRANK1	0	0	0	0	0	0	0	0.9	1
HES4->UBQLN4	0	0	0	0	0	0	0	0.9	1
HES4->WDPCP	0	0	0	0	0.8	0	0	0	9
HES6->ARNT	0.9	0	0	0	0	0	0	0	5
HES6->GMPPA	0.9	0	0	0	0	0	0	0	5
HES6->LINC00954	0.9	0	0	0	0	0	0	0	5
HES6->RHCE	0	0	0	0	0.8	0	0	0	9
HES6->RP11-731C17.2	0.8	0	0	0	0	0	0	0	5
HES6->SCRN3	0.8	0	0	0	0	0	0	0	5
HES6->ZNF687	0.9	0	0	0	0	0	0	0	5
HESX1->ACAP3	0.9	0	0	0	0	0	0	0.9	14
HESX1->KIAA1715	0	0	0	0	0	0	0	0.8	1
HESX1->PLCL2	0	0	0	0	0	0	0	0.9	1
HEXIM1->EVI5	0.8	0	0	0	0	0	0	0	5
HEXIM1->FCRLB	0.9	0	0	0	0	0	0	0	5
HEXIM1->PREPL	0.8	0	0	0	0	0	0	0	5
HEXIM1->RHCE	0.9	0	0	0	0	0	0	0	5
HEXIM1->RP11-267N12.3	0	0	0.9	0	0	0	0	0	3
HEXIM1->ZBTB7B	0.8	0	0	0	0	0	0	0	5
HIC2->ABCB10	0	0	0	0	0	0	0	0.9	1
HIC2->ASB1	0.8	0	0	0	0	0	0	0	5
HIC2->KBTBD12	0.8	0	0	0	0	0	0	0	5
HIC2->RP11-301O19.1	0.9	0	0	0	0	0	0	0	5
HIC2->RP11-533E19.7	0.8	0	0	0	0	0	0	0	5
HIC2->RSBN1	0	0	0	0	0.9	0	0.9	0	2
HIC2->TUSC2	0	0	0	0	0.8	0.9	0.9	0.9	4
HINFP->ARHGAP15	0	0	0	0	0	0.8	0	0	8
HINFP->ATP8B2	0.8	0	0	0	0	0	0	0	5
HINFP->CGGBP1	0	0	0	0	0	0	0	0.9	1
HINFP->GTF3C2	0	0	0	0	0	0	0	0.8	1
HINFP->MCM6	0	0	0	0	0	0	0	0.8	1
HINFP->RP11-504P24.8	0	0	0.8	0	0	0	0	0	3
HINFP->TMCC1-AS1	0	0	0.8	0	0	0	0	0	3
HIPK1->IDH1	0	0	0	0	0	0	0	0.9	1
HIST1H1B->CDKN2C	0	0	0	0	0	0	0	0.9	1
HIST1H1B->E2F2	0	0	0	0	1	0	0	0.8	15
HIST1H1B->SPC25	0	0	0	0	0.8	1	0.8	1	4
HIST1H1C->H1FX	0	0	0	0	0	0	0	0.9	1
HIST1H1D->GPX1	0	0	0	0	0	0	0	1	1
